,postal_code,price,number_of_bedroom,house_area,fully_equipped_kitchen,terrace,is_new,locality,district,province,province_int,region,region_int,district_int,ratio_free_build
5573,4000,85000,1,60,1,0,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5574,6032,90000,1,60,1,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5577,5300,99000,1,45,1,1,1,Andenne,Namur,namur,9.0,wallonie,1.0,1.0,-1.977658938944886
5580,1080,87500,1,42,1,0,1,Molenbeek-Saint-Jean,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
5581,1080,87500,1,42,1,0,1,Sint-Jans-Molenbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
5582,6061,75000,2,65,1,1,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5584,8660,94950,1,30,1,1,1,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
5585,8660,95000,1,30,1,1,1,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
5586,8434,98000,1,28,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5587,6060,90000,2,82,1,1,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5589,6040,70000,1,45,0,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5593,8434,94000,1,33,0,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5597,1850,85000,1,34,0,0,1,Grimbergen,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.5559733444546424
5598,8370,95000,2,50,1,0,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
5599,4500,99000,3,210,1,0,0,Huy,Huy,liege,4.0,wallonie,1.0,15.0,-2.1119851124813955
5600,6000,99000,2,91,1,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5604,8434,91000,2,35,0,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5605,8434,91000,2,35,0,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5608,6061,69000,2,75,1,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5609,8670,79500,1,42,0,0,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
5610,6000,90000,2,75,1,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5611,6980,95000,2,60,1,0,1,La Roche-en-Ardenne,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-0.16592298577206152
5614,8430,99000,1,39,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5615,4000,99500,1,49,1,1,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5616,4000,99500,1,49,1,1,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5617,6060,75000,2,70,1,1,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5618,6470,85000,1,80,1,0,1,Sivry-Rance,Thuin,hainaut,6.0,wallonie,1.0,18.0,-0.8902476356612709
5619,5590,99000,2,68,1,1,1,Ciney,Dinant,namur,9.0,wallonie,1.0,0.0,-1.0584993512992058
5620,4000,99900,1,42,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5621,8434,55000,1,23,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5622,8434,55000,1,23,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5623,4031,70000,2,80,1,1,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5624,1850,94000,1,29,0,0,1,Grimbergen,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.5559733444546424
5625,8434,97000,1,55,0,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5626,8434,97000,1,55,0,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5629,6000,80000,2,70,1,1,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5630,8430,99000,1,40,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5631,3700,70000,2,68,0,1,0,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
5632,3700,70000,2,68,0,1,0,Tongeren,Tongres,limbourg,7.0,flandre,0.0,7.0,-1.9530288664650053
5633,3700,70000,2,68,0,1,0,Balen,Turnhout,anvers,2.0,flandre,0.0,22.0,-2.358705427046589
5634,3700,70000,2,68,0,1,0,Brussel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
5635,3700,70000,2,68,0,1,0,Nieuwpoort,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-1.7837003711693418
5636,1850,95000,1,34,0,0,1,Grimbergen,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.5559733444546424
5637,5100,95000,1,50,1,1,1,Namur,Namur,namur,9.0,wallonie,1.0,1.0,-2.5327944470916157
5638,4500,69000,1,35,1,0,1,Huy,Huy,liege,4.0,wallonie,1.0,15.0,-2.1119851124813955
5639,7000,70000,1,48,1,0,0,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
5640,4500,89900,2,90,1,0,0,Huy,Huy,liege,4.0,wallonie,1.0,15.0,-2.1119851124813955
5641,4030,100000,1,65,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5645,7301,98000,2,70,1,0,1,Boussu,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.531853272403469
5646,4020,99000,1,29,1,1,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5647,6000,99900,2,76,1,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5649,8450,99000,1,28,0,0,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
5651,7000,99000,2,75,1,1,1,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
5653,6061,72000,2,77,1,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5654,3210,100000,2,84,1,0,0,Lubbeek,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.4839419501060207
5655,8434,99000,1,50,0,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5656,4030,100000,1,60,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5657,1080,60000,2,77,1,1,0,Molenbeek-Saint-Jean,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
5658,1080,60000,2,77,1,1,0,Sint-Jans-Molenbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
5659,4000,85000,1,82,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5661,1850,85000,1,33,0,1,1,Grimbergen,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.5559733444546424
5662,8370,95000,1,30,1,0,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
5665,7000,94000,1,41,0,1,0,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
5666,7110,100000,2,85,1,0,0,La Louvière,La Louvière,hainaut,6.0,wallonie,1.0,32.0,-2.6808507968364728
5667,8434,94000,1,33,0,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5670,4480,99000,2,93,0,0,0,Engis,Huy,liege,4.0,wallonie,1.0,15.0,-1.4492788936940637
5671,4480,99000,2,93,0,0,0,Neupré,Liège,liege,4.0,wallonie,1.0,3.0,-2.478162615058977
5673,5590,79000,1,35,0,1,1,Ciney,Dinant,namur,9.0,wallonie,1.0,0.0,-1.0584993512992058
5676,6001,89000,2,100,1,1,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5680,8420,77000,1,40,0,0,1,De Haan,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.9578914010844213
5681,4500,100000,2,76,1,0,1,Huy,Huy,liege,4.0,wallonie,1.0,15.0,-2.1119851124813955
5682,4000,75000,1,54,0,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5685,1070,69000,1,75,1,0,0,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
5686,2050,65000,1,72,1,1,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
5687,4500,79000,1,40,1,0,0,Huy,Huy,liege,4.0,wallonie,1.0,15.0,-2.1119851124813955
5688,5540,100000,1,55,0,1,0,Hastière,Dinant,namur,9.0,wallonie,1.0,0.0,-0.9758937217554582
5689,8400,63000,2,91,1,0,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
5691,8420,90000,2,50,1,1,1,De Haan,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.9578914010844213
5692,8430,94000,1,40,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5693,6000,75000,1,37,0,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5694,5500,90000,1,38,0,0,0,Dinant,Dinant,namur,9.0,wallonie,1.0,0.0,-1.0807499136483645
5695,7340,95000,2,100,0,0,1,Colfontaine,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.8870227656139145
5696,6560,100000,1,70,1,1,1,Erquelinnes,Thuin,hainaut,6.0,wallonie,1.0,18.0,-1.5081828715796126
5700,8420,85000,2,46,1,0,1,De Haan,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.9578914010844213
5702,9000,60000,2,80,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
5703,7130,75000,2,123,1,1,0,Binche,La Louvière,hainaut,6.0,wallonie,1.0,32.0,-2.2326723569282567
5704,6000,75000,1,38,0,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5707,8434,95000,2,58,1,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5708,9200,69000,2,85,0,1,0,Dendermonde,Dendermonde,flandre-orientale,1.0,flandre,0.0,35.0,-2.522504142253565
5709,6060,72500,1,52,0,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5715,8434,89000,1,38,0,1,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5716,5300,85000,1,45,1,0,0,Andenne,Namur,namur,9.0,wallonie,1.0,1.0,-1.977658938944886
5721,8370,89000,1,50,0,0,0,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
5724,6141,69500,1,56,0,1,1,Fontaine-l'Évêque,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.314989896022817
5730,8400,99000,1,67,0,0,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
5733,6001,64500,1,55,0,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5735,6000,79500,2,97,0,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5739,5580,79500,1,40,0,1,1,Rochefort,Dinant,namur,9.0,wallonie,1.0,0.0,-0.833484582318772
5742,8500,99000,1,22,0,0,0,Kortrijk,Courtrai,flandre-occidentale,0.0,flandre,0.0,25.0,-2.721853853563104
5743,8800,82500,2,75,0,0,0,Roeselare,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.8847177805604707
5744,8800,83000,2,75,0,0,0,Roeselare,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.8847177805604707
5745,8800,83000,2,75,0,0,0,Roeselare,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.8847177805604707
5746,8800,83000,2,75,0,0,0,Roeselare,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.8847177805604707
5747,8800,83500,2,75,0,0,0,Roeselare,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.8847177805604707
5756,1500,97500,1,44,0,0,0,Halle,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.4622502007683056
5758,4000,95000,1,51,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5759,1190,80000,2,90,0,0,1,Forest,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.0107609861103684
5760,1190,80000,2,90,0,0,1,Vorst,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.0107609861103684
5761,4000,95000,1,63,1,0,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5766,4820,67000,2,64,1,0,1,Dison,Verviers,liege,4.0,wallonie,1.0,5.0,-2.4192404731587875
5767,6060,80000,2,66,1,1,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5768,8430,90000,1,51,0,1,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5769,6941,99999,1,60,1,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5770,4720,99000,2,110,1,1,0,La Calamine,Verviers,liege,4.0,wallonie,1.0,5.0,-2.2499092598456496
5771,4720,99000,2,110,1,1,0,Kelmis,Verviers,liege,4.0,wallonie,1.0,5.0,-2.2499092598456496
5774,6000,75000,2,75,1,1,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5777,4020,99000,1,60,0,1,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5778,5570,89500,1,56,1,0,0,Beauraing,Dinant,namur,9.0,wallonie,1.0,0.0,-0.5319539220930115
5780,6940,65000,1,38,0,0,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5781,6940,65000,1,38,0,0,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5782,6940,65000,1,38,0,0,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5783,6940,70000,1,38,0,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5784,6940,70000,1,38,0,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5785,6940,70000,1,38,0,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5786,6940,70000,1,38,0,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5787,6940,70000,1,38,0,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5790,1083,99000,1,31,1,0,1,Ganshoren,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.129092896868724
5793,6940,65000,1,38,0,0,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5794,6940,65000,1,38,0,0,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5795,6750,67000,1,45,0,0,0,Musson,Virton,luxembourg,10.0,wallonie,1.0,23.0,-1.2498836333119725
5796,6940,70000,1,38,0,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5797,6940,70000,1,38,0,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5798,6940,70000,1,38,0,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5800,6000,99000,2,90,0,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5804,4000,79000,1,50,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5805,5570,79500,1,36,1,1,1,Beauraing,Dinant,namur,9.0,wallonie,1.0,0.0,-0.5319539220930115
5806,6000,89000,3,111,1,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5807,8434,87500,1,36,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5808,6940,65000,1,38,0,0,0,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5809,5000,70000,1,31,0,0,0,Namur,Namur,namur,9.0,wallonie,1.0,1.0,-2.5327944470916157
5810,6940,70000,1,38,0,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5812,8900,99500,1,35,1,0,0,Ieper,Ypres,flandre-occidentale,0.0,flandre,0.0,27.0,-2.001825603865199
5813,5570,89500,1,55,1,1,0,Beauraing,Dinant,namur,9.0,wallonie,1.0,0.0,-0.5319539220930115
5816,6940,65000,1,38,0,0,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5817,6940,70000,1,38,0,1,0,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5818,6940,70000,1,38,0,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
5819,6000,69000,3,74,0,0,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5821,3530,79000,2,32,1,0,0,Houthalen-Helchteren,Maaseik,limbourg,7.0,flandre,0.0,26.0,-2.2087137366578764
5826,6001,99000,2,91,0,1,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5827,4820,69000,2,68,1,0,1,Dison,Verviers,liege,4.0,wallonie,1.0,5.0,-2.4192404731587875
5828,4820,75000,2,68,1,0,1,Dison,Verviers,liege,4.0,wallonie,1.0,5.0,-2.4192404731587875
5830,5070,60000,2,88,1,0,0,Fosses-la-Ville,Namur,namur,9.0,wallonie,1.0,1.0,-1.6160928739551446
5833,6760,89000,2,86,1,0,0,Virton,Virton,luxembourg,10.0,wallonie,1.0,23.0,-1.0168362524879784
5834,4052,93000,1,34,1,0,1,Chaudfontaine,Liège,liege,4.0,wallonie,1.0,3.0,-3.1236125239772212
5835,4600,95000,2,75,0,0,1,Visé,Liège,liege,4.0,wallonie,1.0,3.0,-2.2286358048839103
5836,7500,95000,2,95,1,0,0,Tournai,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-1.9648941690841963
5837,3300,99000,1,35,1,0,0,Tienen,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.1846795443854767
5839,8800,99000,2,75,0,0,0,Roeselare,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.8847177805604707
5840,4030,92000,1,55,1,1,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5841,3001,100000,1,21,1,0,1,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
5842,8670,69000,2,74,0,0,0,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
5843,6000,85000,2,95,1,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
5844,8370,87000,2,51,1,1,0,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
5846,8434,89000,1,18,1,1,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5847,8670,69000,1,25,0,0,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
5848,4820,62000,1,32,1,0,1,Dison,Verviers,liege,4.0,wallonie,1.0,5.0,-2.4192404731587875
5849,5030,100000,1,50,0,1,0,Gembloux,Namur,namur,9.0,wallonie,1.0,1.0,-1.8430707953448884
5850,8420,54000,1,35,0,0,1,De Haan,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.9578914010844213
5851,8420,65000,2,33,0,0,0,De Haan,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.9578914010844213
5852,6767,80000,2,105,0,0,1,Rouvroy,Virton,luxembourg,10.0,wallonie,1.0,23.0,-0.7625628479052495
5854,2300,90000,1,55,1,0,0,Turnhout,Turnhout,anvers,2.0,flandre,0.0,22.0,-2.1429094708122007
5856,2060,95000,1,20,0,0,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
5858,8434,89999,2,65,0,1,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5859,1080,92000,1,42,0,0,1,Molenbeek-Saint-Jean,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
5860,1080,92000,1,42,0,0,1,Sint-Jans-Molenbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
5864,7060,90000,2,78,0,1,0,Soignies,Soignies,hainaut,6.0,wallonie,1.0,33.0,-1.7195300128355355
5867,3300,95000,1,36,1,0,1,Tienen,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.1846795443854767
5868,4480,99000,2,80,0,1,1,Engis,Huy,liege,4.0,wallonie,1.0,15.0,-1.4492788936940637
5869,4480,99000,2,80,0,1,1,Neupré,Liège,liege,4.0,wallonie,1.0,3.0,-2.478162615058977
5870,8430,99900,1,55,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5875,6767,80000,2,90,1,0,1,Rouvroy,Virton,luxembourg,10.0,wallonie,1.0,23.0,-0.7625628479052495
5878,7141,95000,2,90,0,0,1,Morlanwelz,La Louvière,hainaut,6.0,wallonie,1.0,32.0,-2.7016054829487675
5879,4000,95000,1,30,1,0,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5880,8400,85000,1,38,1,0,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
5881,2060,95000,1,20,1,0,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
5883,3530,80000,3,82,1,1,1,Houthalen-Helchteren,Maaseik,limbourg,7.0,flandre,0.0,26.0,-2.2087137366578764
5884,8434,89000,1,38,1,1,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5886,7140,77500,2,80,0,0,1,Morlanwelz,La Louvière,hainaut,6.0,wallonie,1.0,32.0,-2.7016054829487675
5888,8370,95000,1,55,0,1,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
5889,4950,89000,2,85,1,0,1,Waimes,Verviers,liege,4.0,wallonie,1.0,5.0,-1.0216072843708939
5890,4950,89000,2,85,1,0,1,Weismes,Verviers,liege,4.0,wallonie,1.0,5.0,-1.0216072843708939
5891,4470,55000,2,98,1,1,0,Saint-Georges-sur-Meuse,Waremme,liege,4.0,wallonie,1.0,14.0,-2.2295015589557963
5896,6900,61000,1,64,1,0,0,Marche-en-Famenne,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.281400538072594
5897,6900,85000,1,69,1,0,0,Marche-en-Famenne,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.281400538072594
5898,6900,76000,2,58,1,0,0,Marche-en-Famenne,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.281400538072594
5901,6698,95000,1,60,1,0,1,Vielsalm,Bastogne,luxembourg,10.0,wallonie,1.0,31.0,-0.6367638126281108
5902,4800,69000,1,43,1,0,0,Florenville,Virton,luxembourg,10.0,wallonie,1.0,23.0,-0.0899509983235087
5903,4800,69000,1,43,1,0,0,Verviers,Verviers,liege,4.0,wallonie,1.0,5.0,-2.8382556469593863
5904,4800,69000,1,43,1,0,0,Theux,Verviers,liege,4.0,wallonie,1.0,5.0,-1.496832259812525
5906,8660,78000,1,30,1,0,1,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
5907,5030,75000,1,47,1,1,1,Gembloux,Namur,namur,9.0,wallonie,1.0,1.0,-1.8430707953448884
5908,5030,89000,1,49,1,1,1,Gembloux,Namur,namur,9.0,wallonie,1.0,1.0,-1.8430707953448884
5909,8434,89000,1,38,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
5910,5030,93000,1,46,1,1,1,Gembloux,Namur,namur,9.0,wallonie,1.0,1.0,-1.8430707953448884
5912,8870,85000,1,70,1,0,1,Izegem,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.9604531825208737
5913,8660,90000,2,63,0,1,0,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
5918,6800,85000,1,50,1,0,1,Libramont-Chevigny,Neufchâteau,luxembourg,10.0,wallonie,1.0,16.0,-0.6117877195068652
5920,6880,95000,3,90,1,0,1,Bertrix,Neufchâteau,luxembourg,10.0,wallonie,1.0,16.0,-0.5627615998659611
5921,1070,99000,1,45,1,0,0,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
5922,8670,92000,1,50,1,1,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
5923,2060,93000,1,42,1,1,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
5925,4020,98000,2,76,1,0,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
5930,5060,99000,1,62,1,1,0,Sambreville,Namur,namur,9.0,wallonie,1.0,1.0,-2.6735700186000035
5931,6900,74000,1,45,1,0,0,Marche-en-Famenne,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.281400538072594
5935,8660,89000,1,44,1,0,1,De Panne,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.0057725474178842
5936,3400,90000,1,50,0,1,0,Landen,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-1.836850855406457
